product_category,product_subcategory,brand,delivery_status,assembly_service_requested,payment_method,order_id,customer_id,product_price,shipping_cost,assembly_cost,total_amount,delivery_window_days,customer_rating,sales_amount
Outdoor,Umbrella,HomeGoods,Pending,False,Cash on Delivery,90209,2412,709.83,128.67,0.0,838.5,13,2.2,838.5
Outdoor,Lounge Chair,World Market,Delivered,False,Google Pay,18617,6067,771.26,115.9,0.0,887.16,3,3.4,887.16
Kitchen,Pantry Cabinet,Target,In Transit,True,Cash on Delivery,62187,8842,448.65,27.21,54.83,530.6899999999999,2,3.7,530.6899999999999
Outdoor,Garden Chair,IKEA,Rescheduled,False,PayPal,78903,7730,323.96,91.06,0.0,415.02,13,4.7,415.02
Living Room,Sofa,West Elm,Delivered,False,Credit Card,63665,2208,2147.64,0.0,0.0,2147.64,10,1.1,2147.64
Outdoor,Lounge Chair,Overstock,In Transit,True,Apple Pay,26426,6194,773.09,107.38,62.62,943.09,8,1.9,943.09
Kitchen,Bar Cart,HomeGoods,Rescheduled,True,Google Pay,94192,2215,489.24,26.82,51.66,567.72,3,2.4,567.72
Living Room,TV Stand,Pottery Barn,Rescheduled,False,PayPal,68979,8632,626.2,141.1,0.0,767.3000000000001,4,3.3,767.3000000000001
Dining Room,China Cabinet,World Market,Pending,False,Debit Card,99143,9476,1809.54,130.16,0.0,1939.7,7,4.5,1939.7
Kitchen,Kitchen Cabinet,Wayfair,Failed Delivery,False,Bank Transfer,55156,3102,522.01,55.15,0.0,577.16,1,4.8,577.16
Dining Room,Dining Table,Crate & Barrel,Rescheduled,False,Google Pay,82260,3981,1757.64,0.0,0.0,1757.64,2,2.0,1757.64
Dining Room,Buffet,HomeGoods,Delivered,False,Debit Card,26912,8088,1275.43,139.18,0.0,1414.61,5,1.1,1414.61
Dining Room,Dining Table,CB2,Failed Delivery,False,Credit Card,75911,1907,364.65,66.03,0.0,430.6799999999999,13,4.5,430.6799999999999
Kitchen,Kitchen Island,Crate & Barrel,Failed Delivery,False,Debit Card,26274,9488,1060.86,0.0,0.0,1060.86,10,4.7,1060.86
Dining Room,Dining Table,CB2,Pending,True,Credit Card,30056,5982,297.72,62.24,143.15,503.11,5,4.5,503.11
Living Room,Coffee Table,Overstock,Failed Delivery,True,Google Pay,31581,3653,1428.63,118.19,157.82,1704.64,13,1.5,1704.64
Bedroom,Bed Frame,IKEA,In Transit,False,Debit Card,52291,4694,1398.17,148.25,0.0,1546.42,6,2.7,1546.42
Living Room,Ottoman,West Elm,Failed Delivery,True,Debit Card,55353,9501,223.11,55.98,46.83,325.92,4,1.3,325.92
Dining Room,Dining Table,Ashley Furniture,Cancelled,False,Credit Card,47230,2292,696.84,139.04,0.0,835.88,3,2.9,835.88
Living Room,TV Stand,,Rescheduled,False,PayPal,42847,4216,2358.25,0.0,0.0,2358.25,14,3.9,2358.25
Outdoor,Garden Chair,Wayfair,Pending,True,Debit Card,93238,5496,1019.29,0.0,33.67,1052.96,7,3.5,1052.96
Bedroom,Wardrobe,CB2,Cancelled,False,Apple Pay,26406,5961,807.03,71.08,0.0,878.11,12,1.6,878.11
Outdoor,Lounge Chair,IKEA,Delivered,True,Cash on Delivery,90534,9740,1722.52,0.0,127.8,1850.32,7,4.9,1850.32
Kitchen,Pantry Cabinet,Urban Outfitters,Delivered,True,Credit Card,22245,9234,1389.79,88.47,60.29,1538.55,3,3.1,1538.55
Kitchen,Kitchen Cabinet,World Market,In Transit,False,Cash on Delivery,94015,3762,2361.89,125.45,0.0,2487.34,14,4.2,2487.34
Living Room,TV Stand,Crate & Barrel,Failed Delivery,True,Apple Pay,87569,3526,1869.31,136.57,38.83,2044.71,12,2.1,2044.71
Kitchen,Kitchen Cabinet,Ashley Furniture,In Transit,True,Cash on Delivery,32439,6531,657.61,124.56,95.39,877.5600000000001,5,4.8,877.5600000000001
Kitchen,Kitchen Cabinet,World Market,Pending,False,Credit Card,83874,1674,1042.57,111.55,0.0,1154.12,5,4.1,1154.12
Dining Room,China Cabinet,IKEA,Failed Delivery,False,Credit Card,13718,2330,1355.48,134.76,0.0,1490.24,8,,1490.24
Dining Room,Buffet,West Elm,Delivered,True,Cash on Delivery,15958,5336,1311.71,90.86,189.7,1592.27,9,1.3,1592.27
Dining Room,Bar Stool,Ashley Furniture,Cancelled,True,Credit Card,95344,4453,1751.21,0.0,93.56,1844.77,11,,1844.77
Bedroom,Chest of Drawers,Target,Rescheduled,True,Bank Transfer,84991,7825,1594.15,81.73,48.79,1724.67,5,1.1,1724.67
Living Room,Ottoman,Target,Rescheduled,False,PayPal,91016,1496,739.8,0.0,0.0,739.8,2,1.9,739.8
Outdoor,Lounge Chair,World Market,Delivered,False,PayPal,75278,9938,267.8,56.99,0.0,324.79,3,,324.79
Office,Bookshelf,,In Transit,True,Cash on Delivery,47967,5949,748.37,112.19,104.46,965.02,3,1.1,965.02
Dining Room,China Cabinet,Urban Outfitters,Cancelled,False,Debit Card,73300,5012,1459.96,128.35,0.0,1588.31,4,3.3,1588.31
Office,Office Chair,Crate & Barrel,Pending,False,Google Pay,99783,7653,1436.35,149.23,0.0,1585.58,9,4.4,1585.58
Office,Computer Table,Target,In Transit,False,Apple Pay,48985,8430,818.88,69.5,0.0,888.38,4,4.2,888.38
Dining Room,Dining Table,Crate & Barrel,Rescheduled,False,Credit Card,19564,1981,1416.84,145.76,0.0,1562.6,6,,1562.6
Dining Room,Buffet,World Market,Delivered,True,Cash on Delivery,30719,8202,1249.92,91.89,88.82,1430.63,7,3.7,1430.63
Dining Room,Bar Stool,Urban Outfitters,In Transit,False,Debit Card,64476,8933,696.3,0.0,0.0,696.3,9,3.3,696.3
Office,Office Chair,,Failed Delivery,False,Credit Card,70875,4342,316.81,56.4,0.0,373.21,12,,373.21
Outdoor,Garden Chair,Crate & Barrel,In Transit,False,Bank Transfer,54589,3353,1783.39,,0.0,1783.39,7,2.6,1783.39
Dining Room,Dining Table,Urban Outfitters,Failed Delivery,True,Bank Transfer,50970,6231,739.94,83.66,26.84,850.44,6,4.6,850.44
Office,Bookshelf,Pottery Barn,Failed Delivery,True,PayPal,55268,7532,1155.88,123.34,94.78,1374.0,10,3.7,1374.0
Office,Desk,Crate & Barrel,Rescheduled,True,Google Pay,27139,7070,802.31,144.48,64.87,1011.66,6,,1011.66
Kitchen,Pantry Cabinet,HomeGoods,Rescheduled,True,PayPal,77499,2739,927.57,125.73,45.35,1098.65,12,3.9,1098.65
Kitchen,Kitchen Cabinet,Wayfair,Rescheduled,True,Cash on Delivery,51827,4960,518.83,0.0,127.38,646.21,8,1.7,646.21
Living Room,Coffee Table,CB2,Pending,True,Apple Pay,71141,3007,1732.8,0.0,51.37,1784.17,1,3.2,1784.17
Living Room,TV Stand,Pottery Barn,Delivered,False,Credit Card,45058,8366,667.22,107.12,0.0,774.34,9,,774.34
Outdoor,Patio Set,Overstock,In Transit,True,Bank Transfer,42495,3308,883.27,76.31,173.16,1132.74,2,4.2,1132.74
Living Room,TV Stand,Crate & Barrel,Delivered,True,Debit Card,22689,1829,560.47,95.35,189.23,845.0500000000001,1,4.7,845.0500000000001
Kitchen,Kitchen Island,Wayfair,Failed Delivery,False,Debit Card,48038,7293,2388.2,74.59,0.0,2462.79,14,3.7,2462.79
Office,Desk,HomeGoods,Pending,True,Apple Pay,90658,7850,1121.66,0.0,48.77,1170.43,14,1.9,1170.43
Kitchen,Bar Cart,Urban Outfitters,Delivered,False,Apple Pay,42541,3616,1861.98,0.0,0.0,1861.98,10,3.3,1861.98
Kitchen,Bar Cart,Target,Rescheduled,False,Apple Pay,52917,6123,2231.36,137.5,0.0,2368.86,8,2.6,2368.86
Dining Room,Dining Table,Urban Outfitters,Failed Delivery,False,Credit Card,34881,3610,515.97,139.68,0.0,655.6500000000001,7,2.3,655.6500000000001
Bedroom,Nightstand,Pottery Barn,Failed Delivery,False,Google Pay,75308,9433,2875.5,84.76,0.0,2960.26,12,,2960.26
Office,Desk,HomeGoods,Failed Delivery,True,Cash on Delivery,71186,9171,121.13,45.09,159.12,325.34,13,3.7,325.34
Office,Filing Cabinet,World Market,In Transit,True,Google Pay,50441,9148,646.12,76.83,163.63,886.58,1,2.6,886.58
Bedroom,Chest of Drawers,Overstock,Pending,False,Cash on Delivery,13037,2475,464.4,97.62,0.0,562.02,3,1.1,562.02
Office,Office Chair,Crate & Barrel,Failed Delivery,True,Cash on Delivery,61543,9281,1188.22,85.27,37.97,1311.46,6,4.9,1311.46
Outdoor,Garden Chair,CB2,Pending,False,Credit Card,69930,4944,628.81,0.0,0.0,628.81,6,3.2,628.81
Living Room,Ottoman,CB2,Cancelled,False,Cash on Delivery,38199,6781,435.8,54.85,0.0,490.65,1,2.2,490.65
Outdoor,Garden Chair,Wayfair,Pending,False,Credit Card,16377,1828,205.73,81.24,0.0,286.97,11,4.3,286.97
Living Room,Ottoman,World Market,Delivered,True,Cash on Delivery,46877,9108,1860.86,91.54,54.78,2007.18,10,1.8,2007.18
Dining Room,Buffet,Urban Outfitters,Rescheduled,False,Apple Pay,88317,8710,1073.48,0.0,0.0,1073.48,8,2.1,1073.48
Office,Bookshelf,Overstock,Rescheduled,False,Google Pay,47453,9793,689.94,0.0,0.0,689.94,9,2.1,689.94
Bedroom,Nightstand,,In Transit,False,Google Pay,11071,2761,199.06,62.28,0.0,261.34,6,3.9,261.34
Living Room,Armchair,Crate & Barrel,In Transit,True,Debit Card,66482,3194,1973.77,97.68,133.24,2204.69,13,1.3,2204.69
Office,Computer Table,CB2,Pending,False,Cash on Delivery,44664,6992,434.96,35.6,0.0,470.56,9,3.3,470.56
Office,Bookshelf,Overstock,In Transit,True,Cash on Delivery,62855,6995,664.84,133.43,168.9,967.17,10,1.0,967.17
Kitchen,Pantry Cabinet,Overstock,Cancelled,False,Credit Card,15930,7563,1500.3,115.2,0.0,1615.5,8,3.1,1615.5
Living Room,Armchair,HomeGoods,Failed Delivery,True,Debit Card,16705,4189,1808.29,125.69,29.15,1963.13,8,1.5,1963.13
Outdoor,Umbrella,Wayfair,Cancelled,False,Bank Transfer,57516,5728,953.87,104.71,,1058.58,1,2.7,1058.58
Dining Room,China Cabinet,Overstock,Delivered,True,Google Pay,19637,7329,712.53,106.38,64.51,883.42,11,3.5,883.42
Kitchen,Kitchen Cabinet,West Elm,In Transit,False,Google Pay,76093,8378,1338.64,0.0,0.0,1338.64,12,4.4,1338.64
Outdoor,Lounge Chair,Overstock,Pending,True,Google Pay,82070,5582,166.2,56.22,160.06,382.48,1,1.8,382.48
Office,Bookshelf,IKEA,In Transit,True,PayPal,91689,2946,214.49,71.87,33.76,320.12,9,2.4,320.12
Dining Room,Buffet,CB2,Pending,False,Google Pay,26864,2584,1210.49,112.45,0.0,1322.94,5,3.6,1322.94
Bedroom,Bed Frame,Crate & Barrel,Rescheduled,False,Bank Transfer,61629,7114,2232.38,0.0,0.0,2232.38,10,,2232.38
Office,Bookshelf,CB2,Pending,False,Cash on Delivery,54444,6990,897.43,110.48,0.0,1007.91,4,4.1,1007.91
Kitchen,Bar Cart,Target,Delivered,True,Google Pay,28909,4261,615.33,50.02,28.42,693.77,13,3.7,693.77
Living Room,Coffee Table,Crate & Barrel,Pending,False,Google Pay,88966,9341,1488.33,88.55,0.0,1576.88,6,3.1,1576.88
Bedroom,Mattress,Wayfair,Cancelled,False,Credit Card,62610,9193,2844.65,121.13,0.0,2965.78,9,3.8,2965.78
Kitchen,Pantry Cabinet,Overstock,Failed Delivery,False,Debit Card,15276,1742,1734.6,0.0,0.0,1734.6,14,3.7,1734.6
Kitchen,Bar Cart,Target,Pending,True,PayPal,15100,3245,1141.41,0.0,72.1,1213.51,9,3.3,1213.51
Dining Room,China Cabinet,Overstock,Cancelled,False,PayPal,53652,8761,1850.97,53.35,0.0,1904.32,11,1.2,1904.32
Dining Room,Dining Table,Pottery Barn,Cancelled,False,Cash on Delivery,78069,8487,1945.17,136.32,0.0,2081.49,10,3.0,2081.49
Outdoor,Umbrella,HomeGoods,Pending,True,Credit Card,29521,9446,1482.26,0.0,85.28,1567.54,3,1.5,1567.54
Office,Office Chair,,In Transit,True,Google Pay,28321,6373,526.22,77.75,33.32,637.2900000000001,11,2.3,637.2900000000001
Outdoor,Outdoor Table,Ashley Furniture,In Transit,True,Apple Pay,90356,6218,1001.96,90.32,29.82,1122.1,13,3.9,1122.1
Living Room,TV Stand,Pottery Barn,Rescheduled,True,Cash on Delivery,31299,7438,1599.62,90.93,127.38,1817.93,6,,1817.93
Outdoor,Patio Set,IKEA,In Transit,True,Cash on Delivery,90805,5902,1084.21,61.63,86.48,1232.32,3,3.5,1232.32
Living Room,Coffee Table,Overstock,Cancelled,True,Debit Card,87820,6511,1667.27,137.72,183.73,1988.72,11,4.5,1988.72
Dining Room,Dining Table,CB2,Delivered,False,Debit Card,76494,9351,820.69,0.0,0.0,820.69,3,2.7,820.69
Bedroom,Dresser,Crate & Barrel,Failed Delivery,False,Cash on Delivery,79774,9025,889.16,59.24,0.0,948.4,10,4.1,948.4
Outdoor,Garden Chair,Overstock,Failed Delivery,False,PayPal,83783,5911,210.61,87.6,0.0,298.21,3,1.8,298.21
Outdoor,Outdoor Table,CB2,Failed Delivery,False,PayPal,72245,1272,492.29,77.47,0.0,569.76,2,1.8,569.76
Living Room,Sofa,,Rescheduled,False,Credit Card,58281,6427,1389.17,97.52,0.0,1486.69,10,3.3,1486.69
Dining Room,Dining Table,Ashley Furniture,In Transit,False,PayPal,98317,2795,1296.0,,0.0,1346.79,8,3.6,1346.79
Dining Room,Dining Chair,Overstock,Failed Delivery,True,Apple Pay,64596,6040,987.0,0.0,271.38,1258.38,8,3.8,1258.38
Bedroom,Dresser,CB2,Rescheduled,False,Credit Card,92478,1436,2211.61,98.26,0.0,2309.87,5,,2309.87
Office,Filing Cabinet,Crate & Barrel,In Transit,True,Google Pay,88238,8775,1179.18,90.08,75.61,1344.87,5,4.9,1344.87
Bedroom,Mattress,West Elm,Failed Delivery,True,Credit Card,44803,4728,2040.71,55.38,179.29,2275.38,3,2.8,2275.38
Outdoor,Garden Chair,HomeGoods,Pending,False,Bank Transfer,16731,8871,480.67,37.91,0.0,518.58,2,4.4,518.58
Bedroom,Mattress,Urban Outfitters,Failed Delivery,False,Bank Transfer,32349,9589,2101.43,87.43,0.0,2188.86,3,2.9,2188.86
Bedroom,Nightstand,Target,Delivered,True,Cash on Delivery,92447,7229,2055.05,120.62,169.28,2344.95,13,2.6,2344.95
Outdoor,Lounge Chair,Target,Rescheduled,True,Cash on Delivery,29369,4968,1134.95,84.69,94.28,1313.92,3,2.5,1313.92
Living Room,Ottoman,Target,Failed Delivery,True,Bank Transfer,14138,2800,1578.09,57.73,75.0,1710.82,1,2.7,1710.82
Bedroom,Nightstand,West Elm,In Transit,False,Apple Pay,35006,1310,579.63,117.53,0.0,697.16,1,4.8,697.16
Outdoor,Umbrella,Crate & Barrel,Failed Delivery,True,Bank Transfer,67807,6139,1526.48,58.26,270.53,1855.27,1,1.5,1855.27
Office,Office Chair,Pottery Barn,Rescheduled,True,PayPal,64890,3481,770.32,90.17,142.5,1002.99,12,3.4,1002.99
Office,Bookshelf,IKEA,Delivered,True,Bank Transfer,64127,4340,1278.72,61.17,229.76,1569.65,7,1.3,1569.65
Kitchen,Kitchen Cabinet,Wayfair,Pending,False,Credit Card,63788,9221,734.75,122.76,0.0,857.51,7,,857.51
Office,Filing Cabinet,IKEA,Rescheduled,False,PayPal,90147,8726,601.29,118.64,0.0,719.93,7,2.2,719.93
Bedroom,Dresser,Target,Cancelled,False,Credit Card,18163,3262,1167.12,0.0,0.0,1167.12,5,3.4,1167.12
Kitchen,Pantry Cabinet,Target,Failed Delivery,True,Bank Transfer,77984,4397,846.98,0.0,86.34,933.32,11,4.6,933.32
Kitchen,Bar Cart,Target,Pending,False,Debit Card,83516,6325,2321.31,143.23,0.0,2464.54,1,,2464.54
Kitchen,Kitchen Island,Overstock,Delivered,False,Bank Transfer,96799,8837,1140.21,57.88,0.0,1198.09,7,1.7,1198.09
Outdoor,Patio Set,CB2,Cancelled,True,Cash on Delivery,78875,7173,1530.81,61.64,199.49,1791.94,10,4.4,1791.94
Living Room,TV Stand,Wayfair,Rescheduled,False,Bank Transfer,51124,3837,1518.67,0.0,0.0,1518.67,5,4.1,1518.67
Living Room,Ottoman,CB2,Pending,False,Cash on Delivery,70249,9734,1116.94,0.0,0.0,1116.94,5,,1116.94
Office,Desk,Target,In Transit,False,Credit Card,54869,9950,470.17,59.68,0.0,529.85,2,1.1,529.85
Kitchen,Kitchen Cabinet,,Rescheduled,False,Credit Card,56437,5331,1901.96,96.06,0.0,1998.02,11,3.2,1998.02
Dining Room,Bar Stool,HomeGoods,Delivered,False,Apple Pay,89963,8932,707.32,65.18,0.0,772.5,4,1.7,772.5
Living Room,Side Table,Target,Delivered,False,PayPal,35200,5038,2160.27,113.14,0.0,2273.41,2,4.9,2273.41
Dining Room,Buffet,Wayfair,Rescheduled,True,Bank Transfer,46569,5890,1381.55,0.0,156.49,1538.04,7,1.1,1538.04
Office,Desk,West Elm,In Transit,True,Cash on Delivery,39473,5876,612.9,87.84,34.89,735.63,4,3.3,735.63
Outdoor,Lounge Chair,Urban Outfitters,Cancelled,False,Bank Transfer,47880,4396,1057.62,71.78,0.0,1129.4,6,3.5,1129.4
Outdoor,Outdoor Table,Pottery Barn,In Transit,False,Cash on Delivery,74094,6194,978.8,72.51,0.0,1051.31,8,2.1,1051.31
Bedroom,Nightstand,HomeGoods,Rescheduled,False,Bank Transfer,72888,6714,971.96,83.41,0.0,1055.37,11,4.6,1055.37
Office,Filing Cabinet,World Market,In Transit,True,Debit Card,83464,5480,662.62,111.89,39.99,814.5,12,1.1,814.5
Kitchen,Pantry Cabinet,West Elm,Failed Delivery,False,PayPal,47721,2996,1805.6,52.27,0.0,1857.87,9,1.8,1857.87
Outdoor,Garden Chair,Pottery Barn,Failed Delivery,True,Debit Card,85166,9899,439.1,95.29,113.27,647.66,2,1.8,647.66
Outdoor,Umbrella,West Elm,In Transit,True,Apple Pay,59767,7464,882.03,0.0,225.03,1107.06,2,4.4,1107.06
Outdoor,Patio Set,HomeGoods,Pending,False,Cash on Delivery,55237,3399,161.36,27.42,0.0,188.78,14,2.9,188.78
Office,Bookshelf,HomeGoods,Cancelled,True,Cash on Delivery,48070,1689,1334.37,121.58,222.12,1678.07,12,,1678.07
Living Room,TV Stand,Wayfair,Rescheduled,False,Cash on Delivery,47700,2294,1118.69,112.93,0.0,1231.62,7,1.4,1231.62
Living Room,Side Table,Pottery Barn,Cancelled,True,Apple Pay,55398,8247,588.59,83.98,181.51,854.08,2,3.8,854.08
Bedroom,Dresser,IKEA,In Transit,False,Debit Card,95979,5201,1125.96,83.07,0.0,1209.03,12,2.1,1209.03
Kitchen,Kitchen Cabinet,West Elm,Rescheduled,False,Bank Transfer,72793,4505,357.07,91.01,0.0,448.08,12,4.8,448.08
Dining Room,Buffet,IKEA,In Transit,True,Google Pay,36485,9824,1454.85,65.44,80.37,1600.66,14,3.5,1600.66
Dining Room,Dining Chair,Target,Cancelled,False,Debit Card,45537,5450,1210.05,0.0,0.0,1210.05,8,1.7,1210.05
Kitchen,Kitchen Cabinet,Ashley Furniture,Delivered,True,Debit Card,27992,2789,1451.34,142.61,176.31,1770.26,7,,1770.26
Dining Room,Dining Chair,IKEA,Cancelled,True,Cash on Delivery,90698,4920,526.19,0.0,67.83,594.0200000000001,8,3.6,594.0200000000001
Kitchen,Bar Cart,Overstock,Rescheduled,True,Cash on Delivery,41779,1831,1931.03,53.28,150.74,2135.05,5,3.1,2135.05
Living Room,Sofa,World Market,Delivered,True,Google Pay,97796,9700,1227.26,,61.42,1363.15,12,1.2,1363.15
Dining Room,Dining Table,Pottery Barn,Failed Delivery,True,Credit Card,39579,4814,1511.91,141.75,106.09,1759.75,4,4.0,1759.75
Kitchen,Kitchen Island,World Market,In Transit,True,Google Pay,16880,2641,1001.49,69.64,162.51,1233.64,4,,1233.64
Office,Bookshelf,Pottery Barn,Pending,True,PayPal,64172,6411,888.45,136.11,266.61,1291.17,4,3.5,1291.17
Office,Computer Table,Urban Outfitters,Delivered,False,PayPal,71918,2647,464.46,72.33,0.0,536.79,9,2.1,536.79
Kitchen,Bar Cart,Pottery Barn,Pending,False,PayPal,99285,3252,1050.51,100.31,0.0,1150.82,2,4.8,1150.82
Kitchen,Pantry Cabinet,Pottery Barn,Delivered,False,Bank Transfer,10679,3587,1390.73,0.0,0.0,1390.73,11,4.7,1390.73
Outdoor,Umbrella,Pottery Barn,Pending,True,Bank Transfer,63334,8793,1507.22,0.0,60.66,1567.88,9,4.1,1567.88
Dining Room,China Cabinet,West Elm,In Transit,False,Google Pay,72580,4267,499.55,75.39,0.0,574.94,3,2.6,574.94
Outdoor,Garden Chair,Wayfair,Failed Delivery,False,Cash on Delivery,47649,6262,687.37,97.38,0.0,784.75,13,1.9,784.75
Dining Room,Bar Stool,HomeGoods,Rescheduled,False,Apple Pay,47409,1969,375.47,50.03,0.0,425.5,14,2.8,425.5
Office,Office Chair,Wayfair,Pending,False,Cash on Delivery,21725,4804,1162.36,146.87,0.0,1309.23,11,4.9,1309.23
Outdoor,Garden Chair,HomeGoods,Delivered,False,Google Pay,80143,1611,494.2,78.75,0.0,572.95,14,2.3,572.95
Kitchen,Bar Cart,West Elm,Delivered,False,Bank Transfer,32946,7846,2054.44,94.01,0.0,2148.45,2,,2148.45
Office,Computer Table,CB2,Delivered,False,Google Pay,33040,1595,747.22,54.6,0.0,801.82,12,3.8,801.82
Kitchen,Pantry Cabinet,Wayfair,Pending,False,Apple Pay,62034,9116,430.5,29.21,0.0,459.71,5,2.8,459.71
Bedroom,Chest of Drawers,Wayfair,Rescheduled,False,Debit Card,34420,5742,360.87,98.29,0.0,459.16,14,1.6,459.16
Kitchen,Kitchen Island,IKEA,In Transit,False,Cash on Delivery,14910,1151,1264.17,104.66,0.0,1368.83,9,2.2,1368.83
Living Room,Side Table,Pottery Barn,In Transit,False,Apple Pay,49110,2758,1836.23,135.34,0.0,1971.57,12,1.7,1971.57
Dining Room,Bar Stool,West Elm,Pending,False,Bank Transfer,53914,5662,478.07,97.86,0.0,575.93,5,4.7,575.93
Office,Filing Cabinet,Target,Rescheduled,True,Apple Pay,69552,9901,642.76,,101.62,799.18,7,4.8,799.18
Dining Room,China Cabinet,West Elm,Rescheduled,True,Cash on Delivery,78723,9092,734.13,0.0,49.36,783.49,13,,783.49
Living Room,Ottoman,Overstock,In Transit,True,Bank Transfer,27589,9261,2321.74,149.29,,2743.69,8,4.5,2743.69
Dining Room,Dining Table,HomeGoods,Pending,False,Apple Pay,71344,5470,445.18,68.14,0.0,513.32,9,4.0,513.32
Kitchen,Kitchen Cabinet,World Market,Cancelled,True,Cash on Delivery,35272,2845,313.98,87.12,30.63,431.73,7,4.4,431.73
Dining Room,China Cabinet,West Elm,In Transit,False,PayPal,53343,3662,969.73,126.99,0.0,1096.72,12,1.6,1096.72
Bedroom,Bed Frame,CB2,Cancelled,True,Debit Card,70150,5215,224.74,70.14,77.0,371.88,2,2.3,371.88
Bedroom,Dresser,,Pending,True,Apple Pay,34405,1230,615.37,73.3,102.73,791.4,8,,791.4
Outdoor,Garden Chair,West Elm,Rescheduled,True,Google Pay,54185,5833,777.69,89.92,238.53,1106.14,2,,1106.14
Outdoor,Umbrella,CB2,In Transit,True,Credit Card,84420,4164,350.81,81.75,261.1,693.6600000000001,6,2.3,693.6600000000001
Kitchen,Kitchen Cabinet,Target,Delivered,True,PayPal,33002,7643,1351.55,144.49,34.5,1530.54,7,4.4,1530.54
Living Room,Armchair,Urban Outfitters,Delivered,True,Credit Card,66059,9442,2375.66,,281.39,2729.99,1,2.1,2729.99
Bedroom,Mattress,World Market,In Transit,True,Cash on Delivery,52982,2421,655.47,0.0,84.75,740.22,13,,740.22
Outdoor,Outdoor Table,West Elm,Delivered,True,Credit Card,62538,2562,763.31,65.75,96.81,925.87,3,4.2,925.87
Bedroom,Bed Frame,Target,Pending,False,Apple Pay,34219,3303,1568.03,112.53,0.0,1680.56,10,4.1,1680.56
Living Room,Side Table,West Elm,Pending,False,Credit Card,72580,6301,2205.66,54.65,0.0,2260.31,13,3.1,2260.31
Dining Room,Dining Chair,West Elm,Rescheduled,True,Cash on Delivery,42512,1111,275.04,99.11,219.66,593.8100000000001,7,3.1,593.8100000000001
Outdoor,Patio Set,Ashley Furniture,Failed Delivery,True,Apple Pay,44181,7284,663.86,140.29,165.64,969.79,6,3.7,969.79
Outdoor,Umbrella,Wayfair,Rescheduled,True,Credit Card,40870,8319,473.87,41.45,61.28,576.6,2,3.9,576.6
Bedroom,Mattress,Wayfair,In Transit,False,PayPal,44995,6400,864.41,80.11,0.0,944.52,11,3.1,944.52
Office,Bookshelf,West Elm,Cancelled,True,Credit Card,49576,1187,1018.91,143.46,244.78,1407.15,13,1.7,1407.15
Bedroom,Mattress,World Market,Failed Delivery,False,Apple Pay,44282,6890,1280.78,0.0,0.0,1280.78,8,1.8,1280.78
Bedroom,Nightstand,Target,In Transit,False,PayPal,40972,2017,1920.74,61.78,0.0,1982.52,11,4.7,1982.52
Dining Room,Buffet,Target,Failed Delivery,False,Bank Transfer,97528,2936,1566.81,59.65,0.0,1626.46,13,1.3,1626.46
Living Room,Ottoman,Crate & Barrel,Cancelled,False,PayPal,71000,6026,490.32,42.03,0.0,532.35,14,,532.35
Bedroom,Dresser,CB2,Pending,True,Debit Card,30934,7642,1025.04,148.43,69.88,1243.35,9,4.4,1243.35
Outdoor,Outdoor Table,Target,In Transit,True,Credit Card,99925,9233,1017.2,106.29,153.95,1277.44,12,3.1,1277.44
Outdoor,Garden Chair,HomeGoods,Delivered,True,Apple Pay,50760,2923,1197.6,72.63,278.74,1548.97,5,,1548.97
Kitchen,Pantry Cabinet,Overstock,Rescheduled,False,Bank Transfer,93717,5833,2266.24,63.61,0.0,2329.85,1,,2329.85
Dining Room,Dining Chair,CB2,Failed Delivery,True,Cash on Delivery,58174,4618,1853.8,145.93,171.05,2170.78,8,4.1,2170.78
Bedroom,Chest of Drawers,West Elm,Failed Delivery,False,Credit Card,38721,3188,1344.18,74.86,0.0,1419.04,2,4.8,1419.04
Outdoor,Umbrella,IKEA,Cancelled,False,Credit Card,72676,3509,1708.16,0.0,0.0,1708.16,3,4.0,1708.16
Kitchen,Kitchen Cabinet,West Elm,Pending,True,Cash on Delivery,69634,7121,1453.33,109.84,194.82,1757.99,2,3.4,1757.99
Outdoor,Outdoor Table,West Elm,Cancelled,False,Bank Transfer,64505,9998,1594.14,54.1,0.0,1648.24,2,2.7,1648.24
Office,Bookshelf,Overstock,Failed Delivery,False,Apple Pay,71712,9806,398.98,32.73,0.0,431.71,4,3.7,431.71
Living Room,Side Table,Urban Outfitters,Delivered,False,PayPal,97044,4578,441.94,82.75,0.0,524.69,5,2.3,524.69
Living Room,Sofa,Overstock,Failed Delivery,True,Google Pay,42435,2341,432.6,85.45,183.21,701.2600000000001,7,1.4,701.2600000000001
Kitchen,Pantry Cabinet,Ashley Furniture,Pending,True,Cash on Delivery,78879,8319,1634.58,116.76,39.76,1791.1,13,1.4,1791.1
Bedroom,Dresser,Pottery Barn,Failed Delivery,False,Google Pay,79228,6927,1803.35,110.38,0.0,1913.73,12,2.4,1913.73
Kitchen,Kitchen Island,West Elm,Pending,False,Bank Transfer,20237,2838,2368.43,112.81,0.0,2481.24,11,1.9,2481.24
Dining Room,Dining Table,Urban Outfitters,Delivered,False,PayPal,18094,9972,655.33,52.84,0.0,708.1700000000001,14,2.4,708.1700000000001
Bedroom,Dresser,West Elm,In Transit,False,Google Pay,76255,4312,1421.12,0.0,0.0,1421.12,12,2.1,1421.12
